section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-072_1_E1_RE_SEC-07_local,1,1.0,0.5,45.6,44.3,44.8
BU-072_1_E1_RE_SEC-07_local,2,2.0,0.5,35.8,31.2,28.3
BU-072_1_E1_RE_SEC-07_local,3,3.0,0.5,42.2,69.5,71.8
BU-072_1_E1_RE_SEC-07_local,4,4.0,0.5,49.0,65.4,66.5
BU-072_1_E1_RE_SEC-07_local,5,5.0,0.5,52.1,81.5,80.8
BU-072_1_E1_RE_SEC-07_local,6,6.0,0.5,58.6,99.1,99.0
BU-072_1_E1_RE_SEC-07_local,7,7.0,0.5,62.4,32.2,40.2
BU-072_1_E1_RE_SEC-07_local,8,8.0,0.5,58.4,26.8,21.1
