section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-072_1_E1_RE_SEC-07_local,1,1.0,0.2,45.6,47.2,56.4
BU-072_1_E1_RE_SEC-07_local,2,2.0,0.2,35.8,28.2,26.6
BU-072_1_E1_RE_SEC-07_local,3,3.0,0.2,42.2,73.6,73.4
BU-072_1_E1_RE_SEC-07_local,4,4.0,0.2,49.0,68.5,70.3
BU-072_1_E1_RE_SEC-07_local,5,5.0,0.2,52.1,78.9,77.8
BU-072_1_E1_RE_SEC-07_local,6,6.0,0.2,58.6,95.5,94.6
BU-072_1_E1_RE_SEC-07_local,7,7.0,0.2,62.4,52.7,55.2
BU-072_1_E1_RE_SEC-07_local,8,8.0,0.2,58.4,15.0,18.2
