section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-072_1_E1_RE_SEC-03_local,1,1.0,0.2,56.0,48.1,49.9
BU-072_1_E1_RE_SEC-03_local,2,2.0,0.2,46.6,30.0,29.3
BU-072_1_E1_RE_SEC-03_local,3,3.0,0.2,42.2,36.8,34.0
BU-072_1_E1_RE_SEC-03_local,4,4.0,0.2,38.9,28.5,27.6
BU-072_1_E1_RE_SEC-03_local,5,5.0,0.2,37.0,37.6,40.1
BU-072_1_E1_RE_SEC-03_local,6,6.0,0.2,37.5,50.7,47.2
BU-072_1_E1_RE_SEC-03_local,7,7.0,0.2,37.2,28.9,30.9
BU-072_1_E1_RE_SEC-03_local,8,8.0,0.2,37.2,44.4,44.7
BU-072_1_E1_RE_SEC-03_local,9,9.0,0.2,38.7,50.1,48.8
BU-072_1_E1_RE_SEC-03_local,10,10.0,0.2,40.9,31.5,24.1
BU-072_1_E1_RE_SEC-03_local,11,11.0,0.2,39.8,25.4,25.4
BU-072_1_E1_RE_SEC-03_local,12,12.0,0.2,39.0,31.1,28.8
BU-072_1_E1_RE_SEC-03_local,13,13.0,0.2,38.9,35.3,34.1
BU-072_1_E1_RE_SEC-03_local,14,14.0,0.2,38.9,42.8,38.9
