section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
WEM-60_1_E1_RE_SEC-04_local,1,1.0,0.5,80.5,57.9,49.7
WEM-60_1_E1_RE_SEC-04_local,2,2.0,0.5,69.9,59.1,58.5
WEM-60_1_E1_RE_SEC-04_local,3,3.0,0.5,65.2,63.6,64.4
WEM-60_1_E1_RE_SEC-04_local,4,4.0,0.5,66.7,65.2,64.0
WEM-60_1_E1_RE_SEC-04_local,5,5.0,0.5,62.7,68.3,79.8
WEM-60_1_E1_RE_SEC-04_local,6,6.0,0.5,64.5,60.9,62.3
WEM-60_1_E1_RE_SEC-04_local,7,7.0,0.5,63.4,63.2,65.8
WEM-60_1_E1_RE_SEC-04_local,8,8.0,0.5,63.1,57.4,53.3
WEM-60_1_E1_RE_SEC-04_local,9,9.0,0.5,62.2,54.6,54.4
WEM-60_1_E1_RE_SEC-04_local,10,10.0,0.5,61.7,58.0,59.6
WEM-60_1_E1_RE_SEC-04_local,11,11.0,0.5,61.5,70.2,75.9
WEM-60_1_E1_RE_SEC-04_local,12,12.0,0.5,62.2,71.6,77.6
WEM-60_1_E1_RE_SEC-04_local,13,13.0,0.5,61.9,61.2,57.3
WEM-60_1_E1_RE_SEC-04_local,14,14.0,0.5,62.4,51.0,49.9
WEM-60_1_E1_RE_SEC-04_local,15,15.0,0.5,61.5,43.3,46.0
