section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
EAP-flake_1_E1_RE_SEC-02_local,1,0.2,0.5,97.6,82.3,94.3
EAP-flake_1_E1_RE_SEC-02_local,2,0.4,0.5,81.3,61.3,60.0
EAP-flake_1_E1_RE_SEC-02_local,3,0.6,0.5,72.3,62.4,57.5
EAP-flake_1_E1_RE_SEC-02_local,4,0.8,0.5,68.2,57.9,62.7
EAP-flake_1_E1_RE_SEC-02_local,5,1.0,0.5,68.2,62.7,59.2
EAP-flake_1_E1_RE_SEC-02_local,6,1.2,0.5,66.7,42.8,46.1
EAP-flake_1_E1_RE_SEC-02_local,7,1.4,0.5,61.0,37.2,26.0
EAP-flake_1_E1_RE_SEC-02_local,8,1.6,0.5,56.0,29.1,29.4
EAP-flake_1_E1_RE_SEC-02_local,9,1.8,0.5,53.5,36.6,33.5
EAP-flake_1_E1_RE_SEC-02_local,10,2.0,0.5,51.6,34.9,39.2
EAP-flake_1_E1_RE_SEC-02_local,11,2.2,0.5,50.6,30.0,31.8
EAP-flake_1_E1_RE_SEC-02_local,12,2.4,0.5,47.8,31.4,27.2
EAP-flake_1_E1_RE_SEC-02_local,13,2.6,0.5,47.0,27.3,35.0
EAP-flake_1_E1_RE_SEC-02_local,14,2.8,0.5,45.8,33.7,30.7
EAP-flake_1_E1_RE_SEC-02_local,15,3.0,0.5,44.9,29.5,28.8
EAP-flake_1_E1_RE_SEC-02_local,16,3.2,0.5,43.6,30.5,33.1
EAP-flake_1_E1_RE_SEC-02_local,17,3.4,0.5,43.5,32.5,27.2
EAP-flake_1_E1_RE_SEC-02_local,18,3.6,0.5,41.7,23.7,29.5
EAP-flake_1_E1_RE_SEC-02_local,19,3.8,0.5,41.8,31.6,32.2
EAP-flake_1_E1_RE_SEC-02_local,20,4.0,0.5,40.8,30.8,28.5
EAP-flake_1_E1_RE_SEC-02_local,21,4.2,0.5,40.4,41.3,40.6
EAP-flake_1_E1_RE_SEC-02_local,22,4.4,0.5,41.0,37.9,42.2
EAP-flake_1_E1_RE_SEC-02_local,23,4.6,0.5,40.4,32.9,26.8
EAP-flake_1_E1_RE_SEC-02_local,24,4.8,0.5,39.9,31.0,35.8
EAP-flake_1_E1_RE_SEC-02_local,25,5.0,0.5,39.9,42.6,39.5
EAP-flake_1_E1_RE_SEC-02_local,26,5.2,0.5,40.0,47.4,48.5
EAP-flake_1_E1_RE_SEC-02_local,27,5.4,0.5,40.6,36.2,30.8
EAP-flake_1_E1_RE_SEC-02_local,28,5.6,0.5,39.5,4.4,9.9
EAP-flake_1_E1_RE_SEC-02_local,29,5.8,0.5,38.1,1.0,11.7
EAP-flake_1_E1_RE_SEC-02_local,30,6.0,0.5,36.6,20.9,17.2
EAP-flake_1_E1_RE_SEC-02_local,31,6.2,0.5,34.5,13.6,17.2
EAP-flake_1_E1_RE_SEC-02_local,32,6.4,0.5,33.3,12.2,6.3
EAP-flake_1_E1_RE_SEC-02_local,33,6.6,0.5,32.2,8.0,8.2
EAP-flake_1_E1_RE_SEC-02_local,34,6.8,0.5,30.9,15.3,13.6
EAP-flake_1_E1_RE_SEC-02_local,35,7.0,0.5,29.6,12.1,14.7
EAP-flake_1_E1_RE_SEC-02_local,36,7.2,0.5,28.4,12.7,11.7
EAP-flake_1_E1_RE_SEC-02_local,37,7.4,0.5,27.2,13.1,12.8
EAP-flake_1_E1_RE_SEC-02_local,38,7.6,0.5,26.4,19.2,14.9
EAP-flake_1_E1_RE_SEC-02_local,39,7.8,0.5,25.2,19.5,19.0
EAP-flake_1_E1_RE_SEC-02_local,40,8.0,0.5,24.0,14.2,13.8
EAP-flake_1_E1_RE_SEC-02_local,41,8.2,0.5,23.1,14.8,12.5
EAP-flake_1_E1_RE_SEC-02_local,42,8.4,0.5,22.2,19.7,22.4
EAP-flake_1_E1_RE_SEC-02_local,43,8.6,0.5,20.9,20.8,20.4
EAP-flake_1_E1_RE_SEC-02_local,44,8.8,0.5,20.1,12.7,12.1
EAP-flake_1_E1_RE_SEC-02_local,45,9.0,0.5,19.5,19.0,17.9
EAP-flake_1_E1_RE_SEC-02_local,46,9.2,0.5,18.3,28.6,25.9
EAP-flake_1_E1_RE_SEC-02_local,47,9.4,0.5,17.4,45.1,44.4
EAP-flake_1_E1_RE_SEC-02_local,48,9.6,0.5,15.9,70.4,71.2
EAP-flake_1_E1_RE_SEC-02_local,49,9.8,0.5,14.2,76.0,76.9
EAP-flake_1_E1_RE_SEC-02_local,50,10.0,0.5,12.9,74.7,75.5
