section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
EAP-flake_1_E1_RE_SEC-07_local,1,0.2,0.5,77.9,49.8,68.6
EAP-flake_1_E1_RE_SEC-07_local,2,0.4,0.5,51.7,35.4,33.8
EAP-flake_1_E1_RE_SEC-07_local,3,0.6,0.5,46.5,38.2,38.5
EAP-flake_1_E1_RE_SEC-07_local,4,0.8,0.5,44.3,39.5,39.8
EAP-flake_1_E1_RE_SEC-07_local,5,1.0,0.5,43.8,38.6,40.0
EAP-flake_1_E1_RE_SEC-07_local,6,1.2,0.5,42.7,36.7,36.2
EAP-flake_1_E1_RE_SEC-07_local,7,1.4,0.5,41.5,35.5,35.9
EAP-flake_1_E1_RE_SEC-07_local,8,1.6,0.5,40.8,37.1,36.7
EAP-flake_1_E1_RE_SEC-07_local,9,1.8,0.5,40.4,37.5,38.2
EAP-flake_1_E1_RE_SEC-07_local,10,2.0,0.5,40.3,37.4,37.5
EAP-flake_1_E1_RE_SEC-07_local,11,2.2,0.5,39.9,35.7,36.4
EAP-flake_1_E1_RE_SEC-07_local,12,2.4,0.5,39.5,34.5,34.7
EAP-flake_1_E1_RE_SEC-07_local,13,2.6,0.5,39.2,33.2,33.1
EAP-flake_1_E1_RE_SEC-07_local,14,2.8,0.5,38.6,33.5,33.5
EAP-flake_1_E1_RE_SEC-07_local,15,3.0,0.5,38.3,34.2,34.2
EAP-flake_1_E1_RE_SEC-07_local,16,3.2,0.5,38.1,34.1,33.9
EAP-flake_1_E1_RE_SEC-07_local,17,3.4,0.5,37.8,33.2,33.0
EAP-flake_1_E1_RE_SEC-07_local,18,3.6,0.5,37.6,31.4,31.4
EAP-flake_1_E1_RE_SEC-07_local,19,3.8,0.5,37.1,30.6,30.3
EAP-flake_1_E1_RE_SEC-07_local,20,4.0,0.5,36.8,30.3,31.1
EAP-flake_1_E1_RE_SEC-07_local,21,4.2,0.5,36.5,30.0,29.5
EAP-flake_1_E1_RE_SEC-07_local,22,4.4,0.5,36.1,29.5,29.7
EAP-flake_1_E1_RE_SEC-07_local,23,4.6,0.5,35.9,30.4,30.5
EAP-flake_1_E1_RE_SEC-07_local,24,4.8,0.5,35.7,31.7,31.3
EAP-flake_1_E1_RE_SEC-07_local,25,5.0,0.5,35.5,34.4,34.5
EAP-flake_1_E1_RE_SEC-07_local,26,5.2,0.5,35.6,35.0,35.4
EAP-flake_1_E1_RE_SEC-07_local,27,5.4,0.5,35.5,31.8,30.8
